Key,en,es,ar,hi,fr
appLDownloadApp,Download App,Descargar aplicación,تنزيل التطبيق,ऐप डाउनलोड करें,Télécharger l'application
appLTopUpEdit,Top Up Edit,Recargar Editar,أعلى حتى تحرير,टॉप अप संपादित करें,Recharger Modifier
appLType,Type,Tipo,يكتب,प्रकार,Taper
appLAdd,Add,Agregar,يضيف,जोड़ना,Ajouter
appLReviewPaymentLogs,Review Payment Logs,Revisar registros de pago,مراجعة سجلات الدفع,भुगतान लॉग की समीक्षा करें,Examiner les journaux de paiement
appLConfirmPaymentLogs,Confirm Payment Logs,Confirmar registros de pago,تأكيد سجلات الدفع,भुगतान लॉग की पुष्टि करें,Confirmer les journaux de paiement
appLDelayedLogs,Delayed Logs,Registros retrasados,السجلات المتأخرة,विलंबित लॉग,Journaux retardés
appLAllLogs,All Logs,Todos los registros,جميع السجلات,सभी लॉग,Tous les journaux
appLLoginInformation,Login Information,Información de inicio de sesión,معلومات تسجيل الدخول,लॉगिन जानकारी,Informations de connexion
appLManual,Manual,Manual,يدوي,नियमावली,Manuel
appLContact,Contact,Contacto,اتصال,संपर्क,Contact
appLNotification,Notification,Notificación,إشعار,अधिसूचना,Notification
appLReviewLogs,Review Logs,Revisar registros,مراجعة السجلات,लॉग की समीक्षा करें,Examiner les journaux
appLConfirmLogs,Confirm Logs,Confirmar registros,تأكيد السجلات,लॉग की पुष्टि करें,Confirmer les journaux
appLOnHoldLogs,On Hold Logs,Registros en espera,في سجلات الانتظار,होल्ड लॉग्स पर,Journaux en attente
appLSettledLogs,Settled Logs,Registros asentados,سجلات التسوية,व्यवस्थित लॉग,Journaux réglés
appLCompletedLogs,Completed Logs,Registros completados,السجلات المكتملة,पूर्ण लॉग,Journaux terminés
appLCanceledLogs,Canceled Logs,Registros cancelados,السجلات الملغاة,रद्द किए गए लॉग,Journaux annulés
appLFailedLogs,Failed Logs,Registros fallidos,سجلات فاشلة,विफल लॉग,Journaux ayant échoué
appLRefundedLogs,Refunded Logs,Registros reembolsados,السجلات المستردة,वापस किए गए लॉग,Journaux remboursés
appLDalayedLogs,Dalayed Logs,Troncos Dalayed,سجلات دالايد,डेलेयड लॉग्स,Journaux journalisés
appLOtpExpiration,OTP Expiration,Vencimiento de la OTP,انتهاء صلاحية OTP,ओटीपी समाप्ति,Expiration du OTP
appLTimezone,Timezone,Zona horaria,المنطقة الزمنية,समयक्षेत्र,Fuseau horaire
appLActivationSettings,Activation Settings,Configuración de activación,إعدادات التنشيط,सक्रियण सेटिंग्स,Paramètres d'activation
appLExtensions,Extensions,Extensiones,ملحقات,एक्सटेंशन,Rallonges
appLPleaseInputYourEmailAnd,Please input your email and password and login to your account to get access to your dashboard.,Ingrese su correo electrónico y contraseña e inicie sesión en su cuenta para obtener acceso a su panel de control.,يرجى إدخال البريد الإلكتروني وكلمة المرور وتسجيل الدخول إلى حسابك لتتمكن من الوصول إلى لوحة التحكم الخاصة بك.,कृपया अपना ईमेल और पासवर्ड दर्ज करें और अपने डैशबोर्ड तक पहुंच पाने के लिए अपने खाते में लॉगिन करें।,Veuillez saisir votre e-mail et votre mot de passe et vous connecter à votre compte pour accéder à votre tableau de bord.
appLDonTHaveAnAccount,Don't Have An Account?,¿No tienes una cuenta?,ليس لديك حساب؟,कोई खाता नहीं है?,Vous n'avez pas de compte ?
appLRegisterNow,Register Now,Regístrese ahora,سجل الآن,अभी पंजीकरण करें,Inscrivez-vous maintenant
appLRegisterInformation,Register Information,Información de registro,تسجيل المعلومات,जानकारी पंजीकृत करें,Informations sur l'inscription
appLPrivacyPolicy,Privacy Policy,política de privacidad,سياسة الخصوصية,गोपनीयता नीति,politique de confidentialité
appLIHaveAgreedWith,I have agreed with,he estado de acuerdo con,لقد اتفقت مع,मैं इससे सहमत हूं,je suis d'accord avec
appLGameTopup,Game Topup,Recarga de juego,لعبة اشحن رصيدك,गेम टॉपअप,Recharge de jeu
appLAddMoney,Add Money,Agregar dinero,أضف المال,पैसे जोड़ें,Ajouter de l'argent
appLTransaction,Transaction,Transacción,عملية,लेन-देन,Transaction
appLPurchaseLogs,Purchase Logs,Registros de compra,سجلات الشراء,लॉग खरीदें,Journaux d'achat
appLFaSecurity,2FA Security,Seguridad 2FA,2FA الأمن,2एफए सुरक्षा,Sécurité 2FA
appLHelpCenter,Help Center,Centro de ayuda,مركز المساعدة,सहायता केंद्र,Centre d'aide
appLHowCanWeHelpYou,How can we help you?,¿Cómo podemos ayudarte?,كيف يمكننا مساعدتك؟,हम आपकी कैसे मदद कर सकते हैं?,Comment pouvons-nous vous aider ?
appLGetSupport,Get Support,Obtenga soporte,احصل على الدعم,समर्थन प्राप्त करें,Obtenir de l'aide
appLOverview,Overview,Descripción general,ملخص,सिंहावलोकन,Aperçu
appLBalance,Balance,Balance,توازن,संतुलन,Équilibre
appLTotalTopUp,Total Top Up,Recarga total,إجمالي التعبئة,कुल टॉप अप,Recharge totale
appLTotalTransaction,Total Transaction,Transacción total,إجمالي المعاملة,कुल लेनदेन,Transaction totale
appLAddMoneyChart,AddMoney Chart,Gráfico de AddMoney,مخطط إضافة الأموال,धन जोड़ें चार्ट,Graphique AddMoney
appLTopUpGamesChart,Top Up Games Chart,Tabla de recarga de juegos,قم بتعبئة مخطط الألعاب,टॉप अप गेम्स चार्ट,Tableau des jeux de recharge
appLTransactionLog,Transaction Log,Registro de transacciones,سجل المعاملات,हस्तांतरण लॉग,Journal des transactions
appLViewMore,View More,Ver más,عرض المزيد,और देखें,Voir plus
appLProfile,Profile,Perfil,حساب تعريفي,प्रोफ़ाइल,Profil
appLProfileSettings,Profile Settings,Configuración de perfil,إعدادات الملف الشخصي,प्रोफ़ाइल सेटिंग्स,Paramètres du profil
appLDelete,Delete,Borrar,يمسح,मिटाना,Supprimer
appLCountry,Country,País,دولة,देश,Pays
appLChange,Change,Cambiar,يتغير,परिवर्तन,Changement
appLAreYouSureToDelete,Are you sure to delete,¿Estás seguro de eliminar?,هل أنت متأكد من الحذف,क्या वाकई हटाना है,Êtes-vous sûr de supprimer
appLDeleteAccount,Delete Account,Eliminar cuenta,حذف الحساب,खाता हटा दो,Supprimer le compte
appLClose,Close,Cerca,يغلق,बंद करना,Fermer
appLIfYouDoNotThinkYouWillUse,If you do not think you will use,Si no crees que lo usarás,إذا كنت لا تعتقد أنك سوف تستخدم,अगर आपको नहीं लगता तो आप इस्तेमाल करेंगे,Si vous ne pensez pas utiliser
appLAgainAndLikeYourAccountDeleted,"again and like your account deleted, we can take care of this for you. Keep in mind you will not be able to reactivate your account or retrieve any of the content or information you have added. If you would still like your account deleted, click “Delete Account”.?","nuevamente y como si tu cuenta fuera eliminada, podemos encargarnos de esto por ti. Tenga en cuenta que no podrá reactivar su cuenta ni recuperar el contenido o la información que haya agregado. Si aún desea eliminar su cuenta, haga clic en ""Eliminar cuenta"".","مرة أخرى، ومثلما تم حذف حسابك، يمكننا الاهتمام بهذا الأمر نيابةً عنك. ضع في اعتبارك أنك لن تتمكن من إعادة تنشيط حسابك أو استرداد أي من المحتوى أو المعلومات التي أضفتها. إذا كنت لا تزال ترغب في حذف حسابك، فانقر فوق ""حذف الحساب"".","फिर से और जैसे आपका खाता हटा दिया गया है, हम आपके लिए इसका ख्याल रख सकते हैं। ध्यान रखें कि आप अपने खाते को पुनः सक्रिय नहीं कर पाएंगे या आपके द्वारा जोड़ी गई किसी भी सामग्री या जानकारी को पुनः प्राप्त नहीं कर पाएंगे। यदि आप अभी भी अपना खाता हटाना चाहते हैं, तो ""खाता हटाएं"" पर क्लिक करें।","encore une fois et comme votre compte a été supprimé, nous pouvons nous en occuper pour vous. Gardez à l’esprit que vous ne pourrez pas réactiver votre compte ni récupérer le contenu ou les informations que vous avez ajoutés. Si vous souhaitez toujours supprimer votre compte, cliquez sur « Supprimer le compte ». ?"
